vacancy_name,company_name,latitude,longitude,district,vacancy_url
PHP-разработчик,INTOP PLANET,41.289724,69.264564,Yakkasaray,https://hh.ru/vacancy/128257490
Middle/Senior Magento Back-end Developer,Creative people,41.279621,69.252859,Yakkasaray,https://hh.ru/vacancy/128420600
Senior Java разработчик,PAYNET,41.279986,69.25179,Yakkasaray,https://hh.ru/vacancy/128093361
SAP/IT Supervisor,ИП ООО JETOUR SOUEAST AUTOMOTIVE CENTRAL ASIAN,NULL,NULL,Ташкент,https://hh.ru/vacancy/124074247
Flutter разработчик (middle),Mageek,NULL,NULL,Ташкент,https://hh.ru/vacancy/128420949
Менеджер по ИТ-рискам (Risk Manager – IT Risks),UzAuto Motors,NULL,NULL,Ташкент,https://hh.ru/vacancy/128730860
Middle Developer .NET,Sharifa Com,NULL,NULL,Ташкент,https://hh.ru/vacancy/128373894
.NET Developer (middle),«UZUM TECHNOLOGIES»,NULL,NULL,Ташкент,https://hh.ru/vacancy/127249680
Feature Developer - Data Scientist,AVO.UZ,41.294297,69.282836,Mirabad,https://hh.ru/vacancy/128462820
Менеджер по продажам IT-оборудования (B2B),LIDER TEAM,41.27489,69.285764,Mirabad,https://hh.ru/vacancy/127474587
Business Development Director/Директор по развитию бизнеса,TIMSOH,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/127864551
Senior ASP.NET Engineer,MAYDON TECH,41.2438,69.25992,Ташкент,https://hh.ru/vacancy/128137237
Менеджер/Старший менеджер по операционной эффективности IT-процессов (ITSM),ООО «KPMG AUDIT»,NULL,NULL,Ташкент,https://hh.ru/vacancy/128736959
Программист 1С,Veolia Energy Tashkent,41.313,69.240579,Shaykhantahur,https://hh.ru/vacancy/127784302
Senior Java Developer,OCTO,NULL,NULL,Ташкент,https://hh.ru/vacancy/124414495
Backend разработчик Java (middle и выше),Garant bank,NULL,NULL,Ташкент,https://hh.ru/vacancy/128024611
Таргетолог Facebook/Meta,WEB THEMES DEVELOPMENT,41.302135,69.268993,Mirabad,https://hh.ru/vacancy/128077414
Инженер-электронщик/Инженер-программист микроконтроллеров/Embedded программист,FORTEK,41.325231,69.319253,Mirzo Ulugbek,https://hh.ru/vacancy/127248074
Главный специалист (DevSecOps),Капиталбанк,41.310148,69.27476,Mirabad,https://hh.ru/vacancy/128856966
Senior IOS разработчик,АИКБ ИПАК ЙУЛИ БАНК,41.345583,69.261258,Almazar,https://hh.ru/vacancy/126193675
Разработчик 1 С,BELDERSOY RESORT,41.30983,69.268741,Mirabad,https://hh.ru/vacancy/128295554
Game Development International Internship,Darktheme Studios,59.939699,30.28016,Ташкент,https://hh.ru/vacancy/128397582
Business Development Manager,Amrop,NULL,NULL,Ташкент,https://hh.ru/vacancy/128261683
Android-разработчик,АО ANOR BANK,41.306674,69.284839,Yashnabad,https://hh.ru/vacancy/128120828
Frontend & Backend Developer Internship Opportunities,SATashkent,41.308313,69.24428,Chilanzar,https://hh.ru/vacancy/127871306
IOS-разработчик,АКБ Агробанк,41.319508,69.253551,Shaykhantahur,https://hh.ru/vacancy/128138900
Менеджер по продажам (IT),IBS,NULL,NULL,Ташкент,https://hh.ru/vacancy/128714064
IT HR-Менеджер,УЗБЕКСКАЯ РЕСПУБЛИКАНСКАЯ ТОВАРНО-СЫРЬЕВАЯ БИРЖА,41.2714,69.260495,Yakkasaray,https://hh.ru/vacancy/128657235
Junior/Middle Frontend Developer,NOMADIAN,NULL,NULL,Ташкент,https://hh.ru/vacancy/127976041
Middle/Senior Node.js + Typescript Backend Developer,PAYME,41.321757,69.284336,Yunusabad,https://hh.ru/vacancy/128060264
Преподаватель по IT/STEAM,SCIENCE NETWORK ROBOTICS SNR,41.322962,69.27794,Yunusabad,https://hh.ru/vacancy/128702986
Full-Stack разработчик (junior/middle),KIBERNETIKADA INNOVATSIYALAR IT-PARKI,41.30183,69.273655,Mirabad,https://hh.ru/vacancy/128408387
Strong Middle / Senior Flutter-разработчик,Солик-сервис,41.295672,69.218355,Chilanzar,https://hh.ru/vacancy/128464829
IT менеджер,TEGEN (ООО Best Quality Products),NULL,NULL,Ташкент,https://hh.ru/vacancy/128165305
Руководитель отдела Саппорта (1С),LEADING BUSINESS SOFTWARE,41.270838,69.261725,Yakkasaray,https://hh.ru/vacancy/127479621
Senior/Middle PHP-developer,АИКБ ИПАК ЙУЛИ БАНК,41.345583,69.261258,Almazar,https://hh.ru/vacancy/121731452
Senior B2B Sales Manager / Key Account Manager (IT Solutions),YES WE CAN TECHNOLOGIES,41.2667,69.2167,Chilanzar,https://hh.ru/vacancy/128725771
"Business Development Manager, Education",IT PARK UNIVERSITY,41.302799,69.314762,Yashnabad,https://hh.ru/vacancy/128241086
Middle Node. js Backend разработчик,EDSPACE,41.356055,69.204727,Almazar,https://hh.ru/vacancy/127881932
Ички назорат хизмати бошлиғи/бош мутахассиси (банк/микромолия йўналишида),ALOQA FINANCE DEVELOPMENT MIKROMOLIYA TASHKILOTI,41.28346,69.3398,Yashnabad,https://hh.ru/vacancy/128833668
С# developer,АО ANOR BANK,NULL,NULL,Ташкент,https://hh.ru/vacancy/127981731
Senior Java Software Engineer,ACCESA,41.292495,69.263351,Yakkasaray,https://hh.ru/vacancy/127970299
"Контент менеджер сайта / разработчик, SEO продвижение",LTD EUROLUX UZBEKISTAN,41.2974,69.236357,Chilanzar,https://hh.ru/vacancy/128477400
BPM Разработчик,HamkorBank,NULL,NULL,Ташкент,https://hh.ru/vacancy/127999592
Strong Middle Python Developer,United IT Company,NULL,NULL,Ташкент,https://hh.ru/vacancy/126801767
Frontend Software Engineer,MAYDON TECH,41.2438,69.25992,Ташкент,https://hh.ru/vacancy/127978815
Директор филиала,Mars IT School,NULL,NULL,Ташкент,https://hh.ru/vacancy/128170778
Коммерческий директор / Head of Business Development,PARKTECH,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128428403
Маркетолог,ЯТТ IT company,NULL,NULL,Ташкент,https://hh.ru/vacancy/128863693
Промт-инженер / backend-разработчик,YATT DONSKIX ALEKSANDR SERGEYEVICH,NULL,NULL,Ташкент,https://hh.ru/vacancy/127900876
Требуется: Менеджер по продажам (со знанием бухгалтерии),United IT Company,41.32102517690306,69.27324332242647,Yunusabad,https://hh.ru/vacancy/128866874
Web developer (JS+Wordpress),Lincoln Labs,NULL,NULL,Ташкент,https://hh.ru/vacancy/128128246
Huawei Eco-system development manager,FE LLC Huawei Tech Investment Tashkent,41.295272,69.276125,Mirabad,https://hh.ru/vacancy/128320527
Senior/Middle PHP-developer - CRM,AIRNET,41.332246,69.324796,Mirzo Ulugbek,https://hh.ru/vacancy/128288487
Fullstack Web Developer,YATT BAHROMOV ISFANDIYOR BAHROM O‘G‘LI,41.31856,69.299311,Mirzo Ulugbek,https://hh.ru/vacancy/128099880
C#/.NET-разработчик,FlexSoft,41.301153,69.306461,Yashnabad,https://hh.ru/vacancy/128090350
Программист 1С,АК Дори Дармон,41.321032,69.2396,Shaykhantahur,https://hh.ru/vacancy/128115673
SMM-менеджер,Mars IT School,NULL,NULL,Ташкент,https://hh.ru/vacancy/128857255
Java Developer Middle+/Senior,OPEN BANK AJ,41.315763,69.282683,Yunusabad,https://hh.ru/vacancy/127863603
"Менеджер по развитию бизнеса (Business development manager, BD)",БЛЭНК,53.918599,27.586256,Ташкент,https://hh.ru/vacancy/128474123
Golang Developer-Ayan,Alif Uzbekistan,41.314524,69.244603,Shaykhantahur,https://hh.ru/vacancy/126900238
Business Development specialist,UET CONSTRUCTION,41.28407171281748,69.25898001012489,Yakkasaray,https://hh.ru/vacancy/128078525
Middle Data Engineer (Azure & Databricks),ZLATA GREENPRODUCT,NULL,NULL,Ташкент,https://hh.ru/vacancy/128135938
Руководитель по ИИ разработке,UNITEL LLC,NULL,NULL,Ташкент,https://hh.ru/vacancy/128703388
IT Project manager,АО ANOR BANK,41.306674,69.284839,Yashnabad,https://hh.ru/vacancy/128551995
Lua-разработчик (Roblox),Джем,59.965282,30.312814,Ташкент,https://hh.ru/vacancy/128058946
Business Development / Lead Generation Manager (Cold Outreach),Social Discovery Group,NULL,NULL,Ташкент,https://hh.ru/vacancy/128366643
Помощник финансиста,Mars IT School,NULL,NULL,Ташкент,https://hh.ru/vacancy/128255333
PL/SQL разработчик,Fido-Biznes,41.318994,69.277383,Yunusabad,https://hh.ru/vacancy/128000667
Fullstack Разработчик Node js,Citi Fuel (ООО Staff Atlantic),41.311158,69.279737,Yunusabad,https://hh.ru/vacancy/127845966
Бухгалтер в IT компанию,ABSOFT,41.370457,69.300569,Yunusabad,https://hh.ru/vacancy/128606255
Химик отдела разработки (Фармкомпания),NAVBAHOR HOLDING (Memory Pharm AG),41.371567,69.244936,Almazar,https://hh.ru/vacancy/128708248
Junior Agentic AI Engineer (AI Agents Developer),UzVIP,41.354485,69.20983,Almazar,https://hh.ru/vacancy/125185145
Call-senter operatri,Mars IT School,NULL,NULL,Ташкент,https://hh.ru/vacancy/128530367
Разработчик силовой электроники / Специалист по силовой электронике,FORTEK,41.325231,69.319253,Mirzo Ulugbek,https://hh.ru/vacancy/127248145
Программист 1С/Аналитик 1С,AVIKON TEX,41.330309,69.270547,Shaykhantahur,https://hh.ru/vacancy/128239541
C#/.Net Software Developer – Tier 4,KUZNETSOVA DARYA ALEKSANDROVNA,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/127884981
Senior React Native Developer,BELLISSIMO PIZZA INTERNATIONAL,41.297942,69.249418,Yakkasaray,https://hh.ru/vacancy/128069889
IT Solution Expert,FE LLC Huawei Tech Investment Tashkent,41.295272,69.276125,Mirabad,https://hh.ru/vacancy/125532963
"Consultant (Audit & Assurance Department , IT Audit Team)",Delоitte&Touche,41.320707,69.300191,Mirzo Ulugbek,https://hh.ru/vacancy/127326998
Senior DevOps (Healthcare domain),Sigma Sweden Software AB,41.295618,69.282054,Mirabad,https://hh.ru/vacancy/128843710
"Tech Lead / Architect - (Credit Platform, Java)",Ipotekabank OTP Group,41.31507528834756,69.28448066137695,Mirzo Ulugbek,https://hh.ru/vacancy/128569730
Business Development Chief Specialist,UET CONSTRUCTION,41.28410134112054,69.25901155715532,Yakkasaray,https://hh.ru/vacancy/128088539
Sotuv operatori,HAAD IT CENTER,41.3511,69.285459,Yunusabad,https://hh.ru/vacancy/128031618
IT специалист/внутренний контроль/аудит,UNITEL LLC,41.341379,69.335396,Mirzo Ulugbek,https://hh.ru/vacancy/127598450
Учитель Русского Языка,IT House Edu,41.285794,69.185997,Uchtepa,https://hh.ru/vacancy/128731883
Middle PHP Developer (Laravel),Smart Media Solutions,41.332246,69.324796,Mirzo Ulugbek,https://hh.ru/vacancy/128028683
Middle+ Fullstack Developer,MOROZOV GLEB DMITRIYEVICH,41.319996,69.300892,Mirzo Ulugbek,https://hh.ru/vacancy/127923075
Brand Manager,CENTRAL ASIAN UNIVERSITY,41.327939,69.427294,Yashnabad,https://hh.ru/vacancy/128854337
Senior ML Engineer/Data Scientist,Sigma Sweden Software AB,41.295618,69.282054,Mirabad,https://hh.ru/vacancy/128720147
SMM menejeri kerak (ustozlikka),IT TA`LIM BERISH MARKAZI USTUDY,41.34224954071061,69.33692913988085,Mirzo Ulugbek,https://hh.ru/vacancy/128002242
"Consultant 1 (Audit & Assurance Department, IT Audit Team)",Delоitte&Touche,41.320707,69.300191,Mirzo Ulugbek,https://hh.ru/vacancy/126656410
Android-разработчик (Middle/Senior),АИКБ ИПАК ЙУЛИ БАНК,41.345583,69.261258,Almazar,https://hh.ru/vacancy/127998786
NodeJS Developer (Strong Middle),ART OF BUSINESS ASSISTANCE,41.295991,69.1752,Uchtepa,https://hh.ru/vacancy/128005562
Специалист контактного центра UZUM (г. Ташкент),«UZUM TECHNOLOGIES»,41.31556,69.236258,Shaykhantahur,https://hh.ru/vacancy/128624263
Программист 1С Senior,MIRACLE UNIQUE SOFTWARE,41.319346,69.296517,Mirzo Ulugbek,https://hh.ru/vacancy/127964991
Инженер технического надзора в строительстве (Строитель заказчик),LEADER BETON GROUP DEVELOPMENT,41.24351,69.29921,Ташкент,https://hh.ru/vacancy/128243932
Менеджер по продажам в IT компанию,UYSOT TEAM,41.378036,69.295268,Yunusabad,https://hh.ru/vacancy/128606336
Бизнес-аналитик Битрикс24,LEADING BUSINESS SOFTWARE,41.270838,69.261725,Yakkasaray,https://hh.ru/vacancy/128312080
.Net Middle Developer,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/126746572
Бизнес - аналитик со знанием УТ/ERP/ УТ/ Розница,LEADING BUSINESS SOFTWARE,41.270838,69.261725,Yakkasaray,https://hh.ru/vacancy/128087684
Fullstack Laravel + VueJS Developer/Разработчик (Узбекистан),Новео,NULL,NULL,Ташкент,https://hh.ru/vacancy/128000763
Диспетчер,LEADING BUSINESS SOFTWARE,41.270838,69.261725,Yakkasaray,https://hh.ru/vacancy/128070970
Team Lead/Fullstack Software Engineer (Python/React/AI),Lincoln Labs,41.302799,69.31478,Yashnabad,https://hh.ru/vacancy/128128425
IOS App Developer (Middle/Middle+),APEX BANK,41.30246,69.285001,Mirabad,https://hh.ru/vacancy/128035997
Senior IT Recruiter,АИКБ ИПАК ЙУЛИ БАНК,41.345583,69.261258,Almazar,https://hh.ru/vacancy/126807036
Full stack PHP Developer,BRB-TECH,41.351615,69.330905,Yunusabad,https://hh.ru/vacancy/127933969
Оператор колл-центра,“Ko’zgu Muhabbat” (B.INVEST Development),NULL,NULL,Ташкент,https://hh.ru/vacancy/126816936
Старший Go-разработчик в Uzum Tezkor,«UZUM TECHNOLOGIES»,41.278482,69.271562,Yakkasaray,https://hh.ru/vacancy/127052646
Flutter-разработчик (iOS),Павлова Татьяна,NULL,NULL,Ташкент,https://hh.ru/vacancy/127837092
"Менеджер по продажам (лабораторные, пищевые и ветеринарные решения)",EURAGENEX,NULL,NULL,Ташкент,https://hh.ru/vacancy/128865727
"Data Engineer (Python, ETL, Web-Scraping)",YATT BAHROMOV ISFANDIYOR BAHROM O‘G‘LI,41.31856,69.299311,Mirzo Ulugbek,https://hh.ru/vacancy/128504238
Strong Junior Android Developer,APEX BANK,41.30246,69.285001,Mirabad,https://hh.ru/vacancy/127955762
Business Development Manager / Коммерческий директор,AdvantiX group,NULL,NULL,Ташкент,https://hh.ru/vacancy/122952255
Updater specialist,IT-LEGACY,NULL,NULL,Ташкент,https://hh.ru/vacancy/128547646
Менеджер по продажам IT-продуктов,DEEP SPACE,NULL,NULL,Ташкент,https://hh.ru/vacancy/128548757
Руководитель технической поддержки / Head of IT Support,Safia кондитерский дом,41.297379,69.178757,Uchtepa,https://hh.ru/vacancy/128606229
Fundraising Development Officer (reannouncement),SOS Children`s Villages Uzbekistan,41.287318,69.272936,Mirabad,https://hh.ru/vacancy/127920455
Бизнес - аналитик 1С,LEADING BUSINESS SOFTWARE,41.270838,69.261725,Yakkasaray,https://hh.ru/vacancy/126207730
Business development manager (BDM),Городская Реклама,NULL,NULL,Ташкент,https://hh.ru/vacancy/127881000
Junior Teacher,My School,41.366776,69.29216,Yunusabad,https://hh.ru/vacancy/128750878
IT Project Manager,BTS Express Cargo Servis,41.261803,69.231794,Yakkasaray,https://hh.ru/vacancy/128313825
Application Security Engineer (Специалист по безопасности приложений),ASTERIUM,41.294717,69.278811,Mirabad,https://hh.ru/vacancy/124868895
ELD specialist,IT-LEGACY,NULL,NULL,Ташкент,https://hh.ru/vacancy/128829120
"Team Lead Backend (Java), Ташкент",OCTO,41.288192,69.251781,Yakkasaray,https://hh.ru/vacancy/126736000
Ментор/тьютор в IT школу/IT-специалист,URMANOV RAFAEL RINATOVICH,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128425257
IT интеграция проектов специалист,SOFTY TEAM,41.341962,69.266181,Shaykhantahur,https://hh.ru/vacancy/128494614
